code|answers|content|note
CLE3.5.1||Анализируемый транш представлен &laquo;старшим&raquo; траншем при многотраншевой структуре сделки и соответственно выплаты по нему не зависят от выплат по прочим траншам?|Например:<br><br>Анализируемым финансовым активом являются ипотечные ценные бумаги, когда объем погашения ограничен объемом сборов средств от референсного кредитного портфеля, но сначала погашается старший транш, а затем происходят выплаты по младшему траншу, при этом на младший транш приходится весь остаток собранных средств, т.е. балансирующая величина.
CLE3.5.2||Анализируемый транш представлен &laquo;старшим&raquo; траншем при многотраншевой структуре сделки и соответственно выплаты по нему не зависят от выплат по прочим траншам?|Например:<br><br>Анализируемым финансовым активом являются ипотечные ценные бумаги, когда объем погашения ограничен объемом сборов средств от референсного кредитного портфеля, но сначала погашается старший транш, а затем происходят выплаты по младшему траншу, при этом на младший транш приходится весь остаток собранных средств, т.е. балансирующая величина.
CLE3.6.1||Является ли подверженность кредитному риску,присущая траншу, такой же или меньшей по сравнению с подверженностью кредитному риску, присущей базовому пулу финансовых инструментов?|Ответ "Да", если подверженность кредитному риску, присущая траншу, такая же или меньше по сравнению с подверженностью кредитному риску, присущей базовому пулу финансовых инструментов
CLE3.6.2||Является ли подверженность кредитному риску,присущая траншу, такой же или меньшей по сравнению с подверженностью кредитному риску, присущей базовому пулу финансовых инструментов?|Ответ "Да", если подверженность кредитному риску, присущая траншу, такая же или меньше по сравнению с подверженностью кредитному риску, присущей базовому пулу финансовых инструментов
CLE4||Проценты продолжают начисляться на непогашенную (отсроченную) сумму задолженности (включая отсроченные проценты) на период отсрочки/прекращения обязательств или Банк получает иное возмещение за временную стоимость денег?|Ответ "Да", если на отсроченную задолженность (в т.ч. на отсроченные проценты) продолжают начисляться проценты.
CLE5||Влияние периода отсрочки/прекращения обязательств на денежные потоки по договору не превышает 3% от суммы обязательств, на которую предоставляется отсрочка?|Влияние периода отсрочки/прекращения обязательств для целей указанного вопроса анкеты определяются как сравнение 2 денежных потоков:<br><br>1) дисконтированной по ставке договора величины денежного потока при своевременном выполнении клиентом всех платежей по к договору и<br><br>2) дисконтированной по ставке договора величины денежного потока при использовании клиентом льгот, позволяющих изменять сроки осуществления платежей по договору.
CLE6|{'fixed':'Фиксированная','floating':'Плавающая'}|Какая процентная ставка применяется к инструменту?|&laquo;Фиксированная&raquo; ставка задается конкретным числовым значением, но может изменяться при наступлении каких-то условных событий (увеличиваться или уменьшаться на определенное кол-во процентных пунктов) <br>Плавающая ставка задается &laquo;формулой&raquo;, например, (6M LIBOR + 2%)
CLE7.1||Отражает ли базовая ставка / индекс инфляции (в случае индексации ставки на уровень инфляции) временную стоимость денег в валюте договора?|Если валюта договора отличается от валюты базового индикатора, то указывается ответ "Нет". Например, по сделке в USD при базовом индикаторе Mosprime, необходимо указать "Нет".
CLE7.2||Содержит ли договор инверсированную плавающую процентную ставку?|Инверсированная ставка - это плавающая ставка, изменяющаяся в направлении обратном к изменениям значений базового индикатора.<br><br>В соответствии с условиями кредита, номинированного в долларах США, процентная ставка рассчитывается как: «10% - Libor 3M», то есть ставка на процентный период приравнивается к разнице между фиксированной маржой и значением Libor 3M. Таким образом, чем больше значение базового индикатора, тем меньше процентная ставка по сделке.
CLE7.3||Присутствует ли эффект рычага в отношении ставки?|Если при расчете величины процентной ставки по сделке с плавающей процентной ставкой перед базовым индикатором присутствует коэффициент, величина которого по модулю > 1, то ответ "Да".<br><br>Например:<br>Если базовая ставка задается как "LIBOR 3M USD", то коэффициент = 1 - ответ "Нет";<br>Если базовая ставка задается как "4 * LIBOR 3M USD", то коэффициент = 4 - ответ "Да";<br>Если базовая ставка задается как "-3 * LIBOR 3M USD", то коэффициент = -3 - ответ "Да";
CLE7.4||Дата начала процентного периода соответствует дате котировки?|Например: По кредиту, номинированному в долларах США со сроком действия 5 лет, установлена плавающая ставка Libor3M+4%. Расчет процентов к начислению производится ежеквартально на начало процентного периода на основании значения базовой ставки Libor3M, установленной на начало предыдущего процентного периода.<br><br>Таким образом, для расчета процентных платежей на 01.04.2017 используется котировка Libor3M на дату 01.01.2017 - ответ "Нет".
CLE7.5||Индекс срока базового индикатора соответствует сроку на который определяется значение базового индикатора?|Например:<br><br>Если по сделке, номинированной в USD, применяется плавающая процентная ставка, которая определяется как Libor3M USD + 2%, и значение котировки базового индикатора Libor3M USD определяется (актуализируется) ежеквартально (то есть каждые 3 месяца), то ответ - "Да".<br><br>Если по сделке, номинированной в USD, применяется плавающая процентная ставка, которая определяется как Libor3M USD + 2%, и значение котировки базового индикатора Libor3M USD определяется (актуализируется) раз в полгода (то есть каждые 6 месяцев), то ответ - "Нет".<br><br>Если по сделке, номинированной в USD, применяется плавающая процентная ставка, которая рассчитывается как среднеарифметическое ставок Libor3M и Libor12M, то срочность базового индикатора определить невозможно и ответ также - "Нет".
CLE7.6||Наличие прочих условий, которые модифицируют элемент временной стоимости денег?|Например:<br><br>1) условие, предусматривающее периодический пересмотр процентной ставки по активу до среднего значения определённых краткосрочных и долгосрочных ставок;<br><br>2) условие, предусматривающее пересмотр процентной ставки на полугодовой основе до уровня, отражающего текущее значение кривой доходности по инструментам с пятилетним сроком погашения.
CLE7.7.1||Разница между датой начала процентного периода и котировкой базового индикатора не превышает 30 дней или используется наиболее актуальная из возможных котировок?|Дополнительный анализ возможного изменения элемента временной стоимости денег по сделке указывает на то, что сделка отвечает критерию SPPI.
CLE7.7.2||Отклонение в потоках по всем сценариям за любой отчетный период и кумулятивно на весь срок действия инструмента равно или превышает 10%? (Выявляется при прохождении Benchmark-Теста)|Ответ на вопрос "Да", в случаях если Benchmark-тест не пройден
CLE8.1|{'yes':'<b>Да</b>, возможно изменение ставки, при этом договор  <ins>НЕустанавливает</ins>  &laquo;шаг&raquo; изменения и/или степень изменения ставки','no_with_condition':'<b>Нет</b>, предусмотрены условия, изменяющие процентную ставку <ins>И С </ins> установлением &laquo;шага&raquo;/степени изменения ставки <ins>И БЕЗ установления</ins> &laquo;шага&raquo;/степени изменения ставки ','no_not_condition':'Нет, в договоре нет условий, изменяющих ставку', 'no_with_step':'Нет, возможно изменение'} ставки, но договор устанавливает &laquo;шаг&raquo; изменения и/или степень' }|Предусмотрено ли договором безусловное или условное право Кредитора изменять процентную ставку, при этом <ins>договор НЕ устанавливает</ins>&laquo;шаг&raquo; изменения и/или степень зависимости ставки от наступления условного события?|1) Ответ на вопрос "Нет, возможно изменение ставки, но договор устанавливает «шаг» изменения и/или степень", в случаях если договором предусмотрены условия, изменяющие процентную ставку и при этом установлен шаг/степень изменения ставки. Например, таким условием будет являться: "В случае отсутствия страхования залога в аккредитованных страховых компаниях, процентная ставка по договору увеличивается на 2%";<br><br>2) Ответ на вопрос "Да, возможно изменение ставки, при этом договор НЕ устанавливает «шаг» изменения и/или степень изменения ставки", в случаях если договором предусмотрены условия, изменяющие процентную ставку, но при этом шаг/степень изменения ставки не установлен. Например, таким условием будет являться: "Банк оставляет за собой право в одностороннем порядке производить изменение ставки по договору в том числе, но не исключительно, при условии принятия Банком России решения об изменении ключевой ставки";<br><br>3) Ответ на вопрос "Нет, предусмотрены условия изменяющие процентную ставку И С установлением «шага»/степени изменения ставки, И БЕЗ установления «шага»/степени изменения ставки", в случаях если договором предусмотрены оба вида условий, описанных в пунктах 1 и 2;<br><br>4) Ответ на вопрос "Нет, в договоре нет условий, изменяющих ставку", в случаях если договором не предусмотрены условия, изменяющие величину процентной ставки.
CLE8.2.1||Соблюдаются ли следующие условия:<br>- Договором предусмотрено право досрочного погашения в случае пересмотра ставки со стороны Кредитора<br>- В договоре отсутствует условие, которое прямо или косвенно ограничивает Заемщика в возможности рефинансировать задолженность в другом банке<br>- Рынок банковских услуг, в рамках которого оперирует Заемщик, является конкурентным (т.о., обеспечивая Заемщику возможность рефинансирования и сдерживая необоснованный рост ставок)?|Ответ "Да" если договором предусмотрено условие, позволяющее Заемщику досрочно погасить задолженность по своему решению, в том числе в случаях пересмотра величины процентной ставки со стороны Банка.
CLE8.2.2||Соблюдаются ли следующие условия:<br>- Договором предусмотрено право досрочного погашения в случае пересмотра ставки со стороны Кредитора<br>- В договоре отсутствует условие, которое прямо или косвенно ограничивает Заемщика в возможности рефинансировать задолженность в другом банке<br>- Рынок банковских услуг, в рамках которого оперирует Заемщик, является конкурентным (т.о., обеспечивая Заемщику возможность рефинансирования и сдерживая необоснованный рост ставок)?|Ответ "Да" если договором предусмотрено условие, позволяющее Заемщику досрочно погасить задолженность по своему решению, в том числе в случаях пересмотра величины процентной ставки со стороны Банка.
CLE9.1|{'yes':'Да','no':'Нет, условие отсутствует'}|Есть ли в договоре условие, изменяющее процентную ставку на определенное количество процентных пунктов в зависимости от изменения стоимости фондирования?|Ответ "Да" если договором предусмотрено условие, изменяющее процентную ставку на определенное количество процентных пунктов в зависимости от изменения стоимости фондирования.<br><br>Например, Банк выдал Заемщику кредит в рамках программы стимулирования кредитования субъектов малого и среднего предпринимательства. Процентная ставка по кредитному договору составляет 10%. В рамках программы Банк вправе получить определенный объем средств у Банка России по сниженной (льготной) процентной ставке и направлять его на цели кредитования соответствующих предприятий. Условиями договора предусмотрено, что в случае приостановки или прекращения действия программы по любой причине в течение действия кредитного договора (в том числе, если Заемщик перестал удовлетворять критериям участника программы), процентная ставка по кредитному договору увеличивается до 11%.
CLE9.2|{'yes':'Да','no':'Нет, условие отсутствует'}|Есть ли в договоре условие, увеличивающее процентную ставку на определенное количество процентных пунктов в зависимости от возрастающих кредитных рисков?|Например:<br><br>1) "Банк вправе увеличить размер процентной ставки на 2 (Два) процента годовых, в случае превышения коэффициента, рассчитываемого как отношение Долгосрочных и краткосрочных обязательств к EBITDAR, свыше 7.0";<br><br>2) "В случае отсутствия страхования залогового обеспечения в аккредитованных страховых компаниях, процентная ставка по договору увеличивается на 2%".
CLE9.3||Есть ли в договоре условие, изменяющее процентную ставку на определенное количество процентных пунктов в зависимости от объема кросс-продаж?|Например: "Банк вправе увеличить размер процентной ставки на 2 (Два) процента годовых, в случае не выполнения условия поддержания среднедневных остатков по счетам Заемщика в Банке"
CLE9.3.1||Есть ли в договоре условие, позволяющее Заемщику досрочно погасить задолженность по своему решению?|Ответ "Да" если договором предусмотрено условие, позволяющее Заемщику досрочно погасить задолженность по своему решению, в том числе в случаях пересмотра величины процентной ставки при невыполнении условий кросс-продаж.
CLE9.3.2||Элемент кросс-продаж отвечает характеристикам, приведенным в мотивированном суждении Банка об изменении процентной ставки в зависимости от кросспродаж?|
CLE9.3.3||Влияние элемента кросс-продаж на процентную ставку согласовано с представителями БФ и элемент признан проходящим SPPI-тест?|
CLE9.4||Процентная ставка меняется в зависимости от изменения кредитных рисков, при этом рост риска ведет к понижению ставки по кредиту?|Ответ  "Да", если договором предусмотрено условие, снижающее процентную ставку на определенное количество процентных пунктов при росте кредитных рисков.<br><br>Например:<br>1) "Процентная ставка по договору снижается на 2 (Два) процента годовых, в случае превышения коэффициента, рассчитываемого как отношение Долгосрочных и краткосрочных обязательств к EBITDAR, свыше 7.0";<br>2) "В случае отсутствия страхования залогового обеспечения в аккредитованных страховых компаниях, процентная ставка по договору снижается на 2%"
CLE9.5||Процентная ставка меняется в зависимости от изменения рыночных котировок (котировки на фондовых, валютных, сырьевых рынках,цены на товары/услуги)?|Например:<br><br>"По кредитному договору установлена фиксированная процентная ставка 8%. Условием договора предусмотрено, что если за предыдущий процентный период средний курс EUR превысит значение 84 рубля, то процентная ставка составит 12%"
CLE9.6||Выявлены прочие компоненты и параметры процентной ставки?|
CLE9.6.1||Влияние элемента на процентную ставку отражает временную стоимость денег и соответствует базовому кредитному соглашению?|Базовое кредитное соглашение - договор, предусматривающий денежные потоки, являющиеся исключительно платежами в счет основной суммы долга и процентов на непогашенную часть основной суммы долга.
CLE10||Предусмотрена ли договором опция досрочного погашения?|Ответ "Да", если договором предусмотрена возможность досрочного исполнения обязательств Заемщиком.
CLE11||Банком приобретена/создана сделка с премией или дисконтом по отношению к договорной номинальной стоимости сделки?|Например:<br><br>Банком приобретены права требования на сумму 1 000 тыс. рублей за 700 тыс. рублей.
CLE12||Максимально возможная сумма досрочного платежа с учетом компенсац-ии меньше или равна сумме договорной номинальной стоимости плюс контрактные (но не выплаченные) проценты на оставшийся срок кредитования (до контрактной даты погашения), при этом компенсация за досрочное погашения не включает в себя компенсацию за прекращение связанной сделки хеджирования?|Ответ "Да", если договором предусмотрено, что при досрочном погашении сумма досрочного погашения не превышает основной суммы долга плюс накопленный процент на оставшийся (с даты погашения) срок кредитования.<br><br>Например:<br><br>Если по условиям договора, при досрочном погашении, Заемщик должен погасить основной долг, начисленные (но не выплаченные проценты) и комиссию за досрочное погашения, которая рассчитывается в процентах годовых от досрочно возвращаемой суммы кредита, начисляемой за период с фактической даты погашения (не включая эту дату) до плановой даты погашения, установленной Договором (включительно).<br><br>В случаях, если при досрочном погашении взимаются суммы сверх тех, что представлены в примере, то ответ "Нет". Если досрочное погашение осуществляется по схеме, представленной в примере, или комиссия за досрочное погашение отсутствует, то ответ "Да".
CLE13.1|{'yes':'Да','no':'Нет, условие отсутствует'}|Компенсация за досрочное погашение устанавливается как разница между справедливой стоимостью сделки и основной суммой долга плюс накопленный процент на дату погашения (в случае если договором предусмотрено досрочное погашение по справедливой стоимости)?|Ответ "Да", если договором предусмотрено, что сумма к досрочному погашению рассчитывается как приведенная стоимость будущих выплат предусмотренных договором основной суммы долга и процентов, дисконтированных по текущей рыночной ставке на дату досрочного погашения
CLE13.2|{'yes':'Да','no':'Нет, условие отсутствует'}|Компенсация за досрочное погашение обуславливается дополнительными экономически обоснованными расходами Кредитора (административные расходы)?|Ответ "Да", если в величину компенсации за досрочное погашение включаются административные расходы Банка.
CLE13.3|{'yes':'Да','no':'Нет, условие отсутствует'}|Компенсация за досрочное погашение обуславливается расходами за досрочное прекращение связанного инструмента, хеджирующего исключительно процентный риск по сделке и не приводящего к возникновению контрактных потоков, не отвечающих критерию SPPI?|Ответ "Да", в случае если выполняются оба условия:<br><br>1) Для данной сделки заключена сделка, хеджирующая процентные риски.<br><br>Например:<br><br>Банк выдал 3-летний кредит в сумме 50 млн долларов США по плавающей ставке – Libor 3M + 4%. Одновременно с выдачей кредита Банк заключил на рынке хеджирующую сделку - процентный своп -  по замене плавающей ставки Libor 3M + 4% на фиксированную ставку 5%.<br><br>2) Согласно условиям договора, при досрочном погашении - Заемщик компенсирует расходы Банка по досрочному прекращению заключенной сделки хеджирования.
CLE13.4||Компенсация за досрочное погашение обуславливается расходами за досрочное прекращение связанного инструмента,хеджирующего прочие риски (не процентный)?|Ответ "Да", в случае если выполняются оба условия:<br><br>1) Для данной сделки заключена сделка, хеджирующая иные риски, кроме процентного (например валютные).<br><br>Например:<br><br>Банк выдал 3-летний кредит в сумме 50 млн долларов США по плавающей ставке – Libor 3M + 4%. Одновременно с выдачей кредита Банк заключил на рынке хеджирующую сделку - валютный своп.<br><br>2) Согласно условиям договора, при досрочном погашении - Заемщик компенсирует расходы Банка по досрочному прекращению заключенной сделки хеджирования.
CLE13.5||Компенсация за досрочное погашение отражает изменение рыночных котировок на фондовых (по иным инструментам отличным от тестируемого), валютных и сырьевых рынках?|Например:<br><br>Кредитным договором предусмотрено, что если в момент досрочного погашения (включая частичное погашение) рыночная котировка на нефть превышает 60 долларов США за баррель, то сумма, подлежащая погашению Заемщиком, рассчитывается как произведение двух множителей:<br><br>- сумма досрочно погашаемого основного долга и процентов, начисленных (но не выплаченных) на дату досрочного погашения на погашаемую сумму основного долга, и<br>- отношение стоимости барреля нефти на дату погашения к 60 долларам США.<br>В случае, если на дату досрочного погашения, цена на нефть не превысит 60 долларов США за баррель, то взимается фиксированная компенсация в размере 3% от досрочно погашаемой суммы.
